FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,RenterOcc_e,RenterOcc_m,GrentLt500_e,GrentLt500_m,pGrentLt500_e,pGrentLt500_m,Grent500_999_e,Grent500_999_m,pGrent500_999_e,pGrent500_999_m,Grent1000_1499_e,Grent1000_1499_m,pGrent1000_1499_e,pGrent1000_1499_m,Grent1500_1999_e,Grent1500_1999_m,pGrent1500_1999_e,pGrent1500_1999_m,Grent2000_2499_e,Grent2000_2499_m,pGrent2000_2499_e,pGrent2000_2499_m,Grent2500_2999_e,Grent2500_2999_m,pGrent2500_2999_e,pGrent2500_2999_m,Grent3000P_e,Grent3000P_m,pGrent3000P_e,pGrent3000P_m,GrentLt200_e,GrentLt200_m,pGrentLt200_e,pGrentLt200_m,Grent200_500_e,Grent200_500_m,pGrent200_500_e,pGrent200_500_m,Grent500_750_e,Grent500_750_m,pGrent500_750_e,pGrent500_750_m,Grent750_1000_e,Grent750_1000_m,pGrent750_1000_e,pGrent750_1000_m,Grent1000_1500_e,Grent1000_1500_m,pGrent1000_1500_e,pGrent1000_1500_m,Grent1500_2000_e,Grent1500_2000_m,pGrent1500_2000_e,pGrent1500_2000_m,Grent2000P_e,Grent2000P_m,pGrent2000P_e,pGrent2000P_m,GrentLt750_e,GrentLt750_m,pGrentLt750_e,pGrentLt750_m,Grent1000P_e,Grent1000P_m,pGrent1000P_e,pGrent1000P_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
1856,13297110504,Yes,Northeast Georgia,2934,Tract,"Census Tract 1105.04, Walton County",482,127,9,53,1.9,10.9,276,110,57.3,17.2,197,110,40.9,20.1,0,18,0,3.7,0,18,0,3.7,0,18,0,3.7,0,25,0,5.3,0,31,0,6.5,9,43,1.9,8.8,43,49,8.9,9.8,233,99,48.3,16.1,197,110,40.9,20.1,0,18,0,3.7,0,36,0,7.5,52,72,10.8,14.6,197,113,40.9,20.8,,,,,0.162888400781072,0.00132931430138574
1857,13297110508,Yes,Northeast Georgia,2938,Tract,"Census Tract 1105.08, Walton County",261,96,25,55,11.2,24.1,152,94,68.2,31.9,35,28,15.7,11,11,16,4.9,6.9,0,18,0,8.1,0,18,0,8.1,0,25,0,11.4,0,31,0,14,25,45,11.2,19.7,42,56,18.8,23.9,110,75,49.3,27.3,35,28,15.7,11,11,16,4.9,6.9,0,36,0,16.1,67,78,30,33,46,37,20.6,14.5,,,,,0.230451226171725,0.00216394448582716
1858,13297110503,Yes,Northeast Georgia,2933,Tract,"Census Tract 1105.03, Walton County",151,78,0,39,0,27.1,18,45,12.5,30.5,116,71,80.6,23.3,10,15,6.9,9.7,0,13,0,9,0,13,0,9,0,18,0,12.8,0,23,0,15.6,0,32,0,22.1,0,29,0,20.2,18,34,12.5,22.9,116,71,80.6,23.3,10,15,6.9,9.7,0,26,0,18.1,0,49,0,33.8,126,74,87.5,19.7,,,,,0.225220308619661,0.0019044728817732
1859,13297110505,Yes,Northeast Georgia,2935,Tract,"Census Tract 1105.05, Walton County",212,69,0,39,0,19.2,125,85,61.6,36.6,31,30,15.3,13.9,47,37,23.2,16.5,0,13,0,6.4,0,13,0,6.4,0,18,0,9.1,0,23,0,11.1,0,32,0,15.7,31,55,15.3,26.4,94,65,46.3,28.2,31,30,15.3,13.9,47,37,23.2,16.5,0,26,0,12.8,31,67,15.3,32.7,78,49,38.4,20.8,,,,,0.221489329819425,0.00227537901636929
1860,13297110800,Yes,Northeast Georgia,2943,Tract,"Census Tract 1108, Walton County",664,219,24,67,4.4,12.1,304,160,55.6,21.6,219,137,40,20.6,0,18,0,3.3,0,18,0,3.3,0,18,0,3.3,0,25,0,4.7,0,31,0,5.7,24,59,4.4,10.7,136,112,24.9,18.5,168,114,30.7,17.8,219,137,40,20.6,0,18,0,3.3,0,36,0,6.6,160,130,29.3,21.4,219,139,40,21.1,,,,,0.566396788268163,0.012599672561484
1861,13297110700,Yes,Northeast Georgia,2942,Tract,"Census Tract 1107, Walton County",1308,250,88,98,7.3,8,551,195,45.8,13.2,445,177,37,12.6,15,26,1.2,2.1,75,47,6.2,3.7,15,24,1.2,2,14,28,1.2,2.4,0,31,0,2.6,88,93,7.3,7.6,237,127,19.7,9.8,314,148,26.1,11,445,177,37,12.6,15,26,1.2,2.1,104,60,8.6,4.7,325,161,27,12.1,535,185,44.5,12.3,,,,,0.468406325415422,0.00634947382225067
1862,13297110400,Yes,Northeast Georgia,2932,Tract,"Census Tract 1104, Walton County",1139,195,188,109,17.3,9.5,554,184,51,14.2,325,156,29.9,13.3,19,22,1.7,2,0,18,0,1.7,0,18,0,1.7,0,25,0,2.3,0,31,0,2.9,188,104,17.3,9.1,397,154,36.6,12.5,157,101,14.5,9,325,156,29.9,13.3,19,22,1.7,2,0,36,0,3.3,585,188,53.9,14.3,344,158,31.7,13.4,,,,,0.259176447050265,0.00336959483079695
1863,13297110300,Yes,Northeast Georgia,2931,Tract,"Census Tract 1103, Walton County",1420,218,412,195,29.2,13,723,218,51.3,13.2,252,157,17.9,10.8,0,18,0,1.3,23,31,1.6,2.2,0,18,0,1.3,0,25,0,1.8,157,128,11.1,8.9,255,147,18.1,10,253,128,17.9,8.6,470,177,33.3,11.4,252,157,17.9,10.8,0,18,0,1.3,23,44,1.6,3.1,665,233,47.2,14.8,275,161,19.5,11,,,,,0.286144912111825,0.00342049544558629
1864,13297110200,Yes,Northeast Georgia,2930,Tract,"Census Tract 1102, Walton County",360,122,96,60,31.6,16.3,166,104,54.6,28.4,34,26,11.2,7.7,8,12,2.6,3.8,0,13,0,4.3,0,13,0,4.3,0,18,0,6,0,23,0,7.4,96,56,31.6,14.5,62,72,20.4,22.6,104,75,34.2,21.7,34,26,11.2,7.7,8,12,2.6,3.8,0,26,0,8.6,158,94,52,24.8,42,32,13.8,9.2,,,,,0.661670831877287,0.0160366404119559
1865,13297110100,Yes,Northeast Georgia,2929,Tract,"Census Tract 1101, Walton County",479,147,16,58,3.5,12.6,283,171,62.3,32.3,112,95,24.7,19.4,43,65,9.5,14,0,18,0,4,0,18,0,4,0,25,0,5.6,0,31,0,6.9,16,48,3.5,10.6,98,113,21.6,23.9,185,129,40.7,25.4,112,95,24.7,19.4,43,65,9.5,14,0,36,0,7.9,114,126,25.1,26.7,155,116,34.1,23.3,,,,,0.654212699808452,0.0121945604935956
1866,13057091005,Yes,Atlanta Regional Commission,1341,Tract,"Census Tract 910.05, Cherokee County",766,187,0,54,0,7,117,84,15.3,10.4,558,176,72.8,14.6,91,96,11.9,12.2,0,18,0,2.3,0,18,0,2.3,0,25,0,3.3,0,31,0,4.1,0,44,0,5.8,0,40,0,5.3,117,74,15.3,8.9,558,176,72.8,14.6,91,96,11.9,12.2,0,36,0,4.7,0,67,0,8.8,649,201,84.7,16.2,,,,,0.130634729485289,0.000726890366478924
1867,13057091006,Yes,Atlanta Regional Commission,1342,Tract,"Census Tract 910.06, Cherokee County",319,97,0,39,0,13.3,103,76,35.2,23.3,86,54,29.4,15.9,97,62,33.1,18.3,7,12,2.4,4,0,13,0,4.4,0,18,0,6.3,0,23,0,7.7,0,32,0,10.9,37,52,12.6,17.3,66,55,22.5,17.4,86,54,29.4,15.9,97,62,33.1,18.3,7,26,2.4,8.7,37,65,12.6,21.8,190,83,64.8,19.3,,,,,0.0967316641925958,0.000470276624383078
1868,13057090400,Yes,Atlanta Regional Commission,1325,Tract,"Census Tract 904, Cherokee County",2289,224,100,116,4.6,5.3,1472,312,67.7,12.2,543,157,25,6.7,60,48,2.8,2.2,0,18,0,0.8,0,18,0,0.8,0,25,0,1.2,0,31,0,1.4,100,112,4.6,5.1,499,166,22.9,7.2,973,264,44.7,11.1,543,157,25,6.7,60,48,2.8,2.2,0,36,0,1.7,599,203,27.5,8.8,603,166,27.7,6.9,,,,,0.498409312333691,0.00454406625666534
1869,13057090601,Yes,Atlanta Regional Commission,1328,Tract,"Census Tract 906.01, Cherokee County",1049,215,35,76,3.4,7.4,478,195,46.7,16.4,370,169,36.2,14.7,116,91,11.3,8.6,24,42,2.3,4.1,0,18,0,1.8,0,25,0,2.5,35,62,3.4,6,0,44,0,4.3,159,109,15.5,10.1,319,162,31.2,14.5,370,169,36.2,14.7,116,91,11.3,8.6,24,52,2.3,5.1,194,132,19,12.3,510,197,49.9,16.2,,,,,0.246453694471739,0.00215328296682074
1870,13057090901,Yes,Atlanta Regional Commission,1335,Tract,"Census Tract 909.01, Cherokee County",346,154,0,54,0,15.6,0,51,0,14.7,193,105,55.8,17.2,153,115,44.2,26.8,0,18,0,5.2,0,18,0,5.2,0,25,0,7.4,0,31,0,9,0,44,0,12.7,0,40,0,11.6,0,31,0,9,193,105,55.8,17.2,153,115,44.2,26.8,0,36,0,10.4,0,67,0,19.5,346,156,100,8,,,,,0.297167821668903,0.00220650865782318
1871,13057090602,Yes,Atlanta Regional Commission,1329,Tract,"Census Tract 906.02, Cherokee County",644,181,83,81,13.3,12.5,346,169,55.6,21.8,176,112,28.3,16.1,17,29,2.7,4.6,0,18,0,2.9,0,18,0,2.9,0,25,0,4.1,0,31,0,5,83,75,13.3,11.5,268,151,43.1,20.8,78,76,12.5,11.7,176,112,28.3,16.1,17,29,2.7,4.6,0,36,0,5.8,351,171,56.4,22.1,193,117,31,16.6,,,,,0.289332955449623,0.00357773003126961
1872,13057090200,Yes,Atlanta Regional Commission,1323,Tract,"Census Tract 902, Cherokee County",442,180,38,62,9.6,15.2,119,114,30.1,25.8,127,108,32.1,23.7,43,36,10.9,7.8,69,71,17.4,16.3,0,18,0,4.5,0,25,0,6.4,0,31,0,7.9,38,54,9.6,13.1,19,34,4.8,8.3,100,109,25.3,25.4,127,108,32.1,23.7,43,36,10.9,7.8,69,78,17.4,18.1,57,71,14.4,16.9,239,134,60.4,22.2,,,,,0.765014731118862,0.0217583202781816
1873,13057090702,Yes,Atlanta Regional Commission,1331,Tract,"Census Tract 907.02, Cherokee County",944,196,26,71,2.8,7.6,258,130,27.9,12.8,599,196,64.8,16.2,14,23,1.5,2.5,28,43,3,4.6,0,18,0,1.9,0,25,0,2.8,0,31,0,3.4,26,63,2.8,6.8,152,99,16.4,10.2,106,83,11.5,8.7,599,196,64.8,16.2,14,23,1.5,2.5,28,53,3,5.7,178,122,19.2,12.6,641,202,69.3,16.3,,,,,0.168060472068487,0.00155881187489665
1874,13057090502,Yes,Atlanta Regional Commission,1327,Tract,"Census Tract 905.02, Cherokee County",220,110,0,60,0,31.9,26,68,13.8,35.2,19,36,10.1,18.1,114,94,60.6,32,0,20,0,10.6,29,50,15.4,24.7,0,28,0,15,0,35,0,18.4,0,49,0,26.1,26,59,13.8,30,0,35,0,18.4,19,36,10.1,18.1,114,94,60.6,32,29,61,15.4,30.8,26,84,13.8,43.8,133,103,70.7,31.2,,,,,0.412718031066079,0.00796010789617249
1875,13057090100,Yes,Atlanta Regional Commission,1322,Tract,"Census Tract 901, Cherokee County",482,152,0,54,0,12.6,199,108,46.5,19.7,132,55,30.8,7.3,68,66,15.9,14.4,9,14,2.1,3.2,20,31,4.7,7.1,0,25,0,5.9,0,31,0,7.3,0,44,0,10.3,68,50,15.9,10.3,131,96,30.6,19.9,132,55,30.8,7.3,68,66,15.9,14.4,29,42,6.8,9.7,68,74,15.9,16.3,209,87,48.8,11.6,,,,,0.769146252382648,0.0176028387880104
1876,13057090300,Yes,Atlanta Regional Commission,1324,Tract,"Census Tract 903, Cherokee County",365,134,19,64,6.3,21.1,105,86,34.9,24.6,95,97,31.6,29.3,49,46,16.3,13.7,11,19,3.7,6.1,22,35,7.3,11.2,0,28,0,9.4,0,35,0,11.5,19,54,6.3,17.7,28,59,9.3,19.1,77,63,25.6,17.9,95,97,31.6,29.3,49,46,16.3,13.7,33,49,11,15.6,47,87,15.6,28.1,155,109,51.5,29,,,,,0.62043363253313,0.0117621011192653
1877,13013180206,Yes,Northeast Georgia,1075,Tract,"Census Tract 1802.06, Barrow County",424,104,31,42,7.3,9.8,228,98,53.8,19,135,74,31.8,15.5,30,30,7.1,6.9,0,13,0,3.1,0,13,0,3.1,0,18,0,4.3,0,23,0,5.3,31,36,7.3,8.2,64,39,15.1,8.5,164,90,38.7,18.9,135,74,31.8,15.5,30,30,7.1,6.9,0,26,0,6.1,95,58,22.4,12.5,165,81,38.9,16.5,,,,,0.126378848617812,0.000686532820886061
1878,13013180205,Yes,Northeast Georgia,1074,Tract,"Census Tract 1802.05, Barrow County",780,121,136,58,18,7.1,299,96,39.5,10.9,255,106,33.7,13,67,50,8.9,6.5,0,13,0,1.7,0,13,0,1.7,0,18,0,2.4,12,26,1.6,3.4,124,52,16.4,6.4,66,43,8.7,5.5,233,85,30.8,10.1,255,106,33.7,13,67,50,8.9,6.5,0,26,0,3.4,202,72,26.7,8.6,322,118,42.5,14.1,,,,,0.168015353818908,0.00107592860305778
1879,13013180402,Yes,Northeast Georgia,1080,Tract,"Census Tract 1804.02, Barrow County",687,174,65,58,13.4,11.4,228,113,47.1,19.2,186,90,38.4,15.1,5,11,1,2.3,0,18,0,3.7,0,18,0,3.7,0,25,0,5.3,0,31,0,6.4,65,49,13.4,9.4,138,92,28.5,17.2,90,66,18.6,12.7,186,90,38.4,15.1,5,11,1,2.3,0,36,0,7.4,203,109,41.9,19.1,191,92,39.5,15.5,,,,,0.29103225018285,0.00403401935731831
1880,13013180303,Yes,Northeast Georgia,1078,Tract,"Census Tract 1803.03, Barrow County",322,104,0,54,0,17.3,108,78,34.6,22.1,94,72,30.1,21,110,85,35.3,24.6,0,18,0,5.8,0,18,0,5.8,0,25,0,8.2,0,31,0,10,0,44,0,14.1,29,59,9.3,18.7,79,50,25.3,13.8,94,72,30.1,21,110,85,35.3,24.6,0,36,0,11.5,29,80,9.3,25.5,204,113,65.4,29.1,,,,,0.293517263247733,0.00280672766978587
1881,13013180106,Yes,Northeast Georgia,1069,Tract,"Census Tract 1801.06, Barrow County",310,79,0,39,0,13.6,165,74,57.5,20.2,122,56,42.5,15.6,0,13,0,4.5,0,13,0,4.5,0,13,0,4.5,0,18,0,6.4,0,23,0,7.8,0,32,0,11.1,95,52,33.1,15.6,70,52,24.4,16.9,122,56,42.5,15.6,0,13,0,4.5,0,26,0,9.1,95,65,33.1,20.7,122,59,42.5,16.9,,,,,0.181916947005381,0.00121477090985657
1882,13013180103,Yes,Northeast Georgia,1066,Tract,"Census Tract 1801.03, Barrow County",219,76,0,54,0,24.7,105,77,47.9,30.9,75,46,34.2,17.1,39,34,17.8,14.2,0,18,0,8.2,0,18,0,8.2,0,25,0,11.6,0,31,0,14.2,0,44,0,20.1,46,58,21,25.3,59,51,26.9,21.2,75,46,34.2,17.1,39,34,17.8,14.2,0,36,0,16.4,46,79,21,35.3,114,60,52.1,20.4,,,,,0.300604602973095,0.00300376792322671
1883,13013180401,Yes,Northeast Georgia,1079,Tract,"Census Tract 1804.01, Barrow County",333,119,52,66,17.1,20.8,87,69,28.6,20,156,76,51.3,15.8,0,18,0,5.9,9,14,3,4.5,0,18,0,5.9,0,25,0,8.4,0,31,0,10.3,52,58,17.1,18.1,45,57,14.8,17.9,42,39,13.8,11.8,156,76,51.3,15.8,0,18,0,5.9,9,34,3,11.2,97,87,31.9,26.1,165,79,54.3,16.1,,,,,0.498557936325898,0.00550098069929101
1884,13013180203,Yes,Northeast Georgia,1072,Tract,"Census Tract 1802.03, Barrow County",645,129,95,74,16,12,378,118,63.5,15.6,122,60,20.5,9.4,0,13,0,2.2,0,13,0,2.2,0,13,0,2.2,0,18,0,3.1,0,23,0,3.8,95,70,16,11.4,145,75,24.4,11.8,233,90,39.2,13.2,122,60,20.5,9.4,0,13,0,2.2,0,26,0,4.4,240,106,40.3,16,122,63,20.5,9.9,,,,,0.122813006870487,0.000553034367656481
1885,13013180503,Yes,Northeast Georgia,1083,Tract,"Census Tract 1805.03, Barrow County",150,85,26,63,18.7,43.9,13,47,9.4,33.4,100,74,71.9,32.4,0,18,0,12.9,0,18,0,12.9,0,18,0,12.9,0,25,0,18.3,0,31,0,22.4,26,55,18.7,37.8,0,40,0,29,13,24,9.4,16.6,100,74,71.9,32.4,0,18,0,12.9,0,36,0,25.9,26,75,18.7,52.6,100,78,71.9,37.2,,,,,0.233565617145468,0.00226021988316118
1886,13013180502,Yes,Northeast Georgia,1082,Tract,"Census Tract 1805.02, Barrow County",341,112,0,39,0,12.7,136,78,44.2,20,128,64,41.6,14.3,44,35,14.3,10.2,0,13,0,4.2,0,13,0,4.2,0,18,0,6,0,23,0,7.3,0,32,0,10.3,43,34,14,9.8,93,71,30.2,20.3,128,64,41.6,14.3,44,35,14.3,10.2,0,26,0,8.4,43,52,14,16,172,74,55.8,13.2,,,,,0.339422216733366,0.00447963474552402
1887,13013180204,Yes,Northeast Georgia,1073,Tract,"Census Tract 1802.04, Barrow County",495,91,42,36,9.3,7.7,303,88,67.2,15,91,41,20.2,8.3,15,17,3.3,3.7,0,13,0,2.9,0,13,0,2.9,0,18,0,4.1,5,20,1.1,4.4,37,30,8.2,6.4,112,47,24.8,9.4,191,74,42.4,14.5,91,41,20.2,8.3,15,17,3.3,3.7,0,26,0,5.8,154,59,34.1,11.5,106,46,23.5,9.3,,,,,0.208304512517067,0.00157125790703234
1888,13013180501,Yes,Northeast Georgia,1081,Tract,"Census Tract 1805.01, Barrow County",399,124,7,52,1.9,13.9,113,75,30.1,17.3,239,96,63.7,15.2,16,21,4.3,5.4,0,18,0,4.8,0,18,0,4.8,0,25,0,6.8,7,28,1.9,7.5,0,44,0,11.8,67,57,17.9,14,46,48,12.3,12.2,239,96,63.7,15.2,16,21,4.3,5.4,0,36,0,9.6,74,77,19.7,19.6,255,100,68,15,,,,,0.216197176620085,0.00262228800008169
1889,13013180301,Yes,Northeast Georgia,1076,Tract,"Census Tract 1803.01, Barrow County",152,52,0,39,0,28.3,101,62,73.2,35.8,31,22,22.5,13.7,6,10,4.3,7.1,0,13,0,9.4,0,13,0,9.4,0,18,0,13.3,0,23,0,16.3,0,32,0,23.1,32,38,23.2,26.4,69,49,50,30,31,22,22.5,13.7,6,10,4.3,7.1,0,26,0,18.8,32,55,23.2,38.7,37,28,26.8,17.3,,,,,0.214879522448717,0.00211068561350279
1890,13013180302,Yes,Northeast Georgia,1077,Tract,"Census Tract 1803.02, Barrow County",527,187,0,54,0,10.8,332,161,66.4,21.4,145,97,29,16.4,23,27,4.6,5.1,0,18,0,3.6,0,18,0,3.6,0,25,0,5.1,0,31,0,6.2,0,44,0,8.8,74,75,14.8,14,258,142,51.6,21.5,145,97,29,16.4,23,27,4.6,5.1,0,36,0,7.2,74,92,14.8,17.7,168,103,33.6,16.5,,,,,0.32106801005836,0.00296589214950844
1891,13013180105,Yes,Northeast Georgia,1068,Tract,"Census Tract 1801.05, Barrow County",100,49,0,39,0,43.8,29,32,32.6,31.4,60,42,67.4,30.4,0,13,0,14.6,0,13,0,14.6,0,13,0,14.6,0,18,0,20.7,0,23,0,25.3,0,32,0,35.8,5,27,5.6,30.1,24,17,27,12.9,60,42,67.4,30.4,0,13,0,14.6,0,26,0,29.2,5,47,5.6,53.2,60,46,67.4,36.8,,,,,0.257886600344598,0.0016011379971436
1892,13013180104,Yes,Northeast Georgia,1067,Tract,"Census Tract 1801.04, Barrow County",165,56,0,39,0,24.2,84,54,52.2,28.1,73,45,45.3,23.5,4,7,2.5,4.3,0,13,0,8.1,0,13,0,8.1,0,18,0,11.4,0,23,0,14,0,32,0,19.8,35,39,21.7,22.9,49,37,30.4,20.5,73,45,45.3,23.5,4,7,2.5,4.3,0,26,0,16.1,35,55,21.7,33.4,77,48,47.8,24.7,,,,,0.140627735304848,0.000796164843180561
1893,13013180107,Yes,Northeast Georgia,1070,Tract,"Census Tract 1801.07, Barrow County",409,100,0,39,0,9.8,267,93,66.8,16.9,133,75,33.3,17,0,13,0,3.3,0,13,0,3.3,0,13,0,3.3,0,18,0,4.6,0,23,0,5.6,0,32,0,8,130,69,32.5,15.3,137,63,34.3,13.4,133,75,33.3,17,0,13,0,3.3,0,26,0,6.5,130,79,32.5,18.2,133,77,33.3,17.6,,,,,0.238381225799465,0.00188515466720698
1894,13013180108,Yes,Northeast Georgia,1071,Tract,"Census Tract 1801.08, Barrow County",200,66,11,41,5.7,21,57,44,29.7,20.5,86,58,44.8,26.5,38,43,19.8,21.4,0,13,0,6.8,0,13,0,6.8,0,18,0,9.6,0,23,0,11.7,11,34,5.7,17.4,28,32,14.6,16,29,30,15.1,14.6,86,58,44.8,26.5,38,43,19.8,21.4,0,26,0,13.5,39,52,20.3,26,124,74,64.6,31.8,,,,,0.187271249802539,0.00201080051524774
1895,13011970300,No,Georgia Mountains,1064,Tract,"Census Tract 9703, Banks County",452,126,4,37,1.2,11.4,276,114,84.4,22,47,32,14.4,8.7,0,13,0,4,0,13,0,4,0,13,0,4,0,18,0,5.6,0,23,0,6.9,4,30,1.2,9.1,194,105,59.3,25.8,82,44,25.1,11,47,32,14.4,8.7,0,13,0,4,0,26,0,8,198,111,60.6,27.9,47,37,14.4,10.4,,,,,0.665771777986697,0.0117205756419534
1896,13011970200,No,Georgia Mountains,1063,Tract,"Census Tract 9702, Banks County",387,108,29,34,9.9,11.2,218,75,74.1,10.3,16,15,5.4,4.9,0,13,0,4.4,31,47,10.5,15.6,0,13,0,4.4,0,18,0,6.3,15,19,5.1,6.4,14,28,4.8,9.5,155,66,52.7,15.1,63,36,21.4,10.3,16,15,5.4,4.9,0,13,0,4.4,31,52,10.5,17.4,184,74,62.6,15.8,47,51,16,16.6,,,,,0.685860649738878,0.0190163633092432
1897,13011970400,No,Georgia Mountains,1065,Tract,"Census Tract 9704, Banks County",364,112,16,45,5.9,16.5,232,105,85.9,22,10,20,3.7,7.2,12,19,4.4,6.8,0,13,0,4.8,0,13,0,4.8,0,18,0,6.8,0,23,0,8.3,16,39,5.9,14.3,128,75,47.4,21.4,104,73,38.5,23,10,20,3.7,7.2,12,19,4.4,6.8,0,26,0,9.6,144,87,53.3,25.6,22,30,8.1,10.8,,,,,0.486803081189006,0.0123854749478853
1898,13011970100,No,Georgia Mountains,1062,Tract,"Census Tract 9701, Banks County",470,111,71,68,18.2,16.7,290,107,74.2,19.5,30,35,7.7,8.7,0,18,0,4.6,0,18,0,4.6,0,18,0,4.6,0,25,0,6.5,0,31,0,8,71,60,18.2,14.7,192,88,49.1,18.7,98,60,25.1,14,30,35,7.7,8.7,0,18,0,4.6,0,36,0,9.2,263,111,67.3,22.6,30,43,7.7,10.9,,,,,0.639764679284475,0.0162347463711761
1899,13223120104,Yes,Northwest Georgia,2677,Tract,"Census Tract 1201.04, Paulding County",103,47,8,38,9.2,43.9,52,44,59.8,41.8,19,18,21.8,17.4,8,12,9.2,13.1,0,13,0,14.9,0,13,0,14.9,0,18,0,21.1,0,23,0,25.9,8,31,9.2,35.4,18,25,20.7,27,34,36,39.1,37.3,19,18,21.8,17.4,8,12,9.2,13.1,0,26,0,29.9,26,46,29.9,50.7,27,25,31,24.5,,,,,0.489902655569989,0.0114917394779308
1900,13223120604,Yes,Northwest Georgia,2691,Tract,"Census Tract 1206.04, Paulding County",238,93,0,54,0,23.7,6,49,2.6,21.3,182,83,79.8,13.1,40,35,17.5,13.4,0,18,0,7.9,0,18,0,7.9,0,25,0,11.2,0,31,0,13.7,0,44,0,19.3,0,40,0,17.7,6,27,2.6,11.9,182,83,79.8,13.1,40,35,17.5,13.4,0,36,0,15.8,0,67,0,29.5,222,92,97.4,57.8,,,,,0.199220220426211,0.00168813409938236
1901,13223120601,Yes,Northwest Georgia,2688,Tract,"Census Tract 1206.01, Paulding County",266,105,0,54,0,20.3,51,53,19.2,18.5,148,87,55.6,24.3,15,26,5.6,9.5,24,40,9,14.6,28,42,10.5,15.2,0,25,0,9.6,0,31,0,11.7,0,44,0,16.6,14,42,5.3,15.7,37,32,13.9,10.8,148,87,55.6,24.3,15,26,5.6,9.5,52,63,19.5,22.5,14,69,5.3,25.7,187,99,70.3,25,,,,,0.157120409068513,0.00120953458204335
1902,13223120603,Yes,Northwest Georgia,2690,Tract,"Census Tract 1206.03, Paulding County",815,237,17,58,2.2,7.4,232,155,29.7,17.7,408,190,52.2,18.5,124,97,15.9,11.4,0,18,0,2.3,0,18,0,2.3,0,25,0,3.3,17,38,2.2,4.8,0,44,0,5.6,0,40,0,5.2,232,150,29.7,17,408,190,52.2,18.5,124,97,15.9,11.4,0,36,0,4.6,17,71,2.2,9,532,214,68.1,18.1,,,,,0.209155090033889,0.00152995689564218
1903,13223120501,Yes,Northwest Georgia,2685,Tract,"Census Tract 1205.01, Paulding County",550,209,0,54,0,10.8,186,119,37.3,19.7,284,154,56.9,23,29,38,5.8,7.3,0,18,0,3.6,0,18,0,3.6,0,25,0,5.1,0,31,0,6.2,0,44,0,8.8,29,45,5.8,8.8,157,110,31.5,18.9,284,154,56.9,23,29,38,5.8,7.3,0,36,0,7.2,29,70,5.8,14,313,159,62.7,22.6,,,,,0.294244579423452,0.0022218809782362
1904,13223120203,Yes,Northwest Georgia,2679,Tract,"Census Tract 1202.03, Paulding County",348,111,0,54,0,15.9,225,127,66.4,30.6,91,46,26.8,10.3,23,28,6.8,8,0,18,0,5.3,0,18,0,5.3,0,25,0,7.5,0,31,0,9.2,0,44,0,13,95,83,28,22.7,130,96,38.3,25.5,91,46,26.8,10.3,23,28,6.8,8,0,36,0,10.6,95,99,28,27.7,114,56,33.6,12.6,,,,,0.191616656572998,0.00114576115235903
1905,13223120101,Yes,Northwest Georgia,2674,Tract,"Census Tract 1201.01, Paulding County",752,292,0,60,0,8.3,29,71,4,9.6,266,186,36.7,21.1,346,209,47.8,21.8,27,42,3.7,5.6,56,94,7.7,12.6,0,28,0,3.9,0,35,0,4.8,0,49,0,6.8,0,45,0,6.2,29,55,4,7.4,266,186,36.7,21.1,346,209,47.8,21.8,83,107,11.5,14,0,75,0,10.3,639,283,88.3,17.6,,,,,0.38178760259534,0.00408417416075665
1906,13223120502,Yes,Northwest Georgia,2686,Tract,"Census Tract 1205.02, Paulding County",615,218,46,87,7.5,14,303,171,49.3,21.7,248,148,40.3,19.4,18,29,2.9,4.6,0,18,0,2.9,0,18,0,2.9,0,25,0,4.1,46,75,7.5,12,0,44,0,7.2,191,140,31.1,20,112,98,18.2,14.6,248,148,40.3,19.4,18,29,2.9,4.6,0,36,0,5.9,237,165,38.5,23.1,266,152,43.3,19.4,,,,,0.267577654201018,0.00246420170553109
1907,13223120503,Yes,Northwest Georgia,2687,Tract,"Census Tract 1205.03, Paulding County",373,97,0,54,0,15.5,198,93,56.9,22.3,103,60,29.6,15.3,47,41,13.5,11.3,0,18,0,5.2,0,18,0,5.2,0,25,0,7.3,0,31,0,9,0,44,0,12.7,80,72,23,19.8,118,59,33.9,14.5,103,60,29.6,15.3,47,41,13.5,11.3,0,36,0,10.3,80,90,23,25.1,150,75,43.1,18.3,,,,,0.248857471429679,0.0020094970704539
1908,13223120605,Yes,Northwest Georgia,2692,Tract,"Census Tract 1206.05, Paulding County",327,114,5,52,1.7,17.3,126,85,42.1,24,118,71,39.5,18.7,50,61,16.7,19.5,0,18,0,6,0,18,0,6,0,25,0,8.5,0,31,0,10.4,5,41,1.7,13.9,27,49,9,16,99,70,33.1,20,118,71,39.5,18.7,50,61,16.7,19.5,0,36,0,12,32,71,10.7,23.5,168,95,56.2,24.2,,,,,0.32375092695719,0.00293198804347997
